trial_idx,vendor,model,temperature,reasoning_level,majority_vote,ground_truth
204,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
205,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
206,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
207,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
208,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
209,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
210,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
211,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
212,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
213,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
214,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,NEGATIVE
215,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
216,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
217,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
218,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
219,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
220,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
221,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
222,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,POSITIVE
223,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
224,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
225,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
226,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
227,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
228,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
229,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
230,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
231,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
232,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
233,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
234,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
235,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
236,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
237,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
238,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,POSITIVE
239,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
240,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
241,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
242,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
243,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
244,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
245,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
246,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
247,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
248,gemini,gemini-3-flash-preview,0.0,HIGH,POSITIVE,POSITIVE
249,gemini,gemini-3-flash-preview,0.0,HIGH,NEGATIVE,NEGATIVE
0,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
1,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
2,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
3,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
4,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,POSITIVE
5,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
6,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
7,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
8,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
9,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
10,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
11,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
12,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
13,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
14,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
15,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
16,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
17,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
18,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
19,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
20,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
21,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
22,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
23,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
24,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
25,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
26,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,NEGATIVE
27,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
28,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
29,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
30,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
31,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,POSITIVE
32,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
33,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
34,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
35,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
36,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
37,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
38,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
39,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
40,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
41,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
42,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
43,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
44,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
45,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
46,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
47,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
48,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
49,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
50,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,NEGATIVE
51,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
52,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
53,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
54,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
55,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
56,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
57,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
58,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
59,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
60,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
61,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
62,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
63,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
64,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
65,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
66,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
67,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
68,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
69,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
70,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
71,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
72,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
73,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
74,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,POSITIVE
75,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
76,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
77,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
78,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
79,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
80,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
81,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
82,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
83,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
84,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
85,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
86,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
87,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
88,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
89,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
90,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
91,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
92,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
93,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
94,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
95,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
96,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
97,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
98,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
99,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
100,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
101,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
102,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
103,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
104,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
105,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
106,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
107,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
108,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
109,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
110,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
111,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
112,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
113,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
114,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
115,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
116,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
117,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
118,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
119,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
120,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
121,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
122,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
123,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
124,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
125,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
126,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
127,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
128,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
129,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
130,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
131,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
132,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
133,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
134,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
135,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
136,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
137,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
138,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
139,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
140,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
141,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
142,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
143,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
144,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
145,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
146,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
147,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
148,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
149,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
150,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
151,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
152,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
153,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
154,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
155,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
156,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
157,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
158,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
159,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
160,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
161,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
162,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
163,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
164,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
165,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
166,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
167,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
168,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
169,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
170,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
171,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
172,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
173,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,POSITIVE
174,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
175,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
176,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
177,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
178,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
179,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
180,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
181,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
182,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
183,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
184,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
185,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
186,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
187,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
188,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
189,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
190,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
191,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
192,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
193,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
194,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
195,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
196,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
197,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
198,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
199,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
200,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
201,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
202,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
203,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
204,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
205,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
206,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
207,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
208,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
209,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
210,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
211,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
212,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
213,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
214,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,NEGATIVE
215,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
216,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
217,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
218,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
219,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
220,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
221,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
222,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,POSITIVE
223,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
224,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
225,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
226,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
227,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
228,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
229,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
230,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
231,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
232,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
233,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
234,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
235,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
236,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
237,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
238,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,POSITIVE
239,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
240,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
241,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
242,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
243,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
244,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
245,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
246,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
247,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
248,gemini,gemini-3-flash-preview,0.5,MINIMAL,POSITIVE,POSITIVE
249,gemini,gemini-3-flash-preview,0.5,MINIMAL,NEGATIVE,NEGATIVE
0,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
1,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
2,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
3,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
4,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,POSITIVE
5,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
6,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
7,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
8,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
9,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
10,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
11,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
12,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
13,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
14,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
15,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
16,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
17,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
18,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
19,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
20,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
21,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
22,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
23,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
24,gemini,gemini-3-flash-preview,0.5,LOW,POSITIVE,POSITIVE
25,gemini,gemini-3-flash-preview,0.5,LOW,NEGATIVE,NEGATIVE
